# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 18K of event 'L1-dcache-load-misses'
# Event count (approx.): 125646091
#
# Overhead  Command    Shared Object      Symbol                                        
# ........  .........  .................  ..............................................
#
     0.02%  diag_mult  [kernel.kallsyms]    [k] error_entry
     0.01%  diag_mult  [kernel.kallsyms]    [k] refill_stock
     0.01%  diag_mult  [kernel.kallsyms]    [k] security_vm_enough_memory_mm
     0.01%  diag_mult  [kernel.kallsyms]    [k] reweight_entity
     0.01%  diag_mult  [kernel.kallsyms]    [k] sched_rt_period_timer
     0.01%  diag_mult  [kernel.kallsyms]    [k] rcu_irq_enter
     0.01%  diag_mult  [kernel.kallsyms]    [k] alloc_pages_vma
     0.01%  diag_mult  [kernel.kallsyms]    [k] __inc_numa_state
     0.01%  diag_mult  [kernel.kallsyms]    [k] note_gp_changes
     0.01%  diag_mult  [kernel.kallsyms]    [k] sync_regs
     0.01%  diag_mult  [kernel.kallsyms]    [k] __cgroup_account_cputime_field
     0.01%  diag_mult  [kernel.kallsyms]    [k] __indirect_thunk_start
     0.01%  diag_mult  [kernel.kallsyms]    [k] apic_timer_interrupt
     0.01%  diag_mult  [kernel.kallsyms]    [k] cpuacct_charge
     0.01%  diag_mult  [kernel.kallsyms]    [k] default_wake_function
     0.01%  diag_mult  [kernel.kallsyms]    [k] trigger_load_balance
     0.01%  diag_mult  libc-2.27.so         [.] sysmalloc
     0.01%  diag_mult  [kernel.kallsyms]    [k] cpumask_next_and
     0.01%  diag_mult  [kernel.kallsyms]    [k] inc_zone_page_state
     0.01%  diag_mult  [kernel.kallsyms]    [k] update_min_vruntime
     0.01%  diag_mult  [kernel.kallsyms]    [k] cpu_needs_another_gp
     0.01%  diag_mult  [kernel.kallsyms]    [k] put_prev_task_fair
     0.01%  diag_mult  [kernel.kallsyms]    [k] rb_insert_color
     0.01%  diag_mult  [kernel.kallsyms]    [k] rcu_segcblist_future_gp_needed
     0.01%  diag_mult  [kernel.kallsyms]    [k] __sched_text_start
     0.01%  diag_mult  [kernel.kallsyms]    [k] group_balance_cpu
     0.01%  diag_mult  [kernel.kallsyms]    [k] cpumask_next_wrap
     0.01%  diag_mult  [kernel.kallsyms]    [k] load_balance
     0.01%  diag_mult  [kernel.kallsyms]    [k] try_to_wake_up
     0.01%  diag_mult  diag_mult            [.] std::chrono::_V2::system_clock::now@plt
     0.01%  diag_mult  libstdc++.so.6.0.25  [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put
     0.01%  diag_mult  [kernel.kallsyms]    [k] add_timer_on
     0.01%  diag_mult  [kernel.kallsyms]    [k] __intel_pmu_disable_all
     0.01%  diag_mult  [kernel.kallsyms]    [k] cpu_load_update
     0.01%  diag_mult  [kernel.kallsyms]    [k] __calc_delta
     0.01%  diag_mult  [kernel.kallsyms]    [k] _find_next_bit
     0.01%  diag_mult  [kernel.kallsyms]    [k] clockevents_program_event
     0.01%  diag_mult  [kernel.kallsyms]    [k] find_busiest_group
     0.01%  diag_mult  [kernel.kallsyms]    [k] migrate_task_rq_fair
     0.01%  diag_mult  [kernel.kallsyms]    [k] up_read
     0.01%  diag_mult  [kernel.kallsyms]    [k] idle_cpu
     0.01%  diag_mult  [kernel.kallsyms]    [k] ktime_get
     0.01%  diag_mult  [kernel.kallsyms]    [k] ktime_get_update_offsets_now
     0.01%  diag_mult  [kernel.kallsyms]    [k] select_task_rq_fair
     0.01%  diag_mult  [kernel.kallsyms]    [k] __softirqentry_text_start
     0.01%  diag_mult  [kernel.kallsyms]    [k] _raw_spin_trylock
     0.01%  diag_mult  [kernel.kallsyms]    [k] calc_global_load
     0.01%  diag_mult  [kernel.kallsyms]    [k] down_read_trylock
     0.01%  diag_mult  [kernel.kallsyms]    [k] notifier_call_chain
     0.01%  diag_mult  [kernel.kallsyms]    [k] ntp_tick_length
     0.01%  diag_mult  [kernel.kallsyms]    [k] perf_pending_event
     0.01%  diag_mult  [kernel.kallsyms]    [k] rcu_accelerate_cbs
     0.01%  diag_mult  [kernel.kallsyms]    [k] run_rebalance_domains
     0.01%  diag_mult  [kernel.kallsyms]    [k] sched_avg_update


#
# (Cannot load tips.txt file, please install perf!)
#
